,Temps,Marteau,Acc1,Acc2
108,0.00054,0.0001909106563270375,0.00018533587217163213,3.407896230423445e-05
109,0.000545,0.0001879603815946615,0.00022283203163452078,6.975570084742254e-05
110,0.00055,0.00020230741387687585,0.0002564209160033522,9.03247439916358e-05
111,0.000555,0.00022838586782275767,0.0002700835510033611,8.475247734774283e-05
112,0.0005600000000000001,0.0002552444594604146,0.0002553672260434317,5.183659712599685e-05
113,0.0005650000000000001,0.0002709072600449858,0.00021618501383846087,1.2805776292287244e-06
114,0.0005700000000000001,0.00026754481191471416,0.00016806153996635933,-5.02917872198434e-05
115,0.0005750000000000001,0.0002452127497535767,0.0001316887631463058,-8.666419698615251e-05
116,0.00058,0.00021237029740963807,0.0001235561239553318,-9.91942698569117e-05
117,0.000585,0.00018270259598285844,0.00014809445706189558,-9.028162834999367e-05
118,0.00059,0.00016940779176027643,0.0001952552492272607,-7.141390202214501e-05
119,0.000595,0.00017934065830893194,0.0002448933529881049,-5.6818588826109e-05
120,0.0006000000000000001,0.00020962723307612285,0.0002759792228507022,-5.59960320518745e-05
121,0.0006050000000000001,0.00024840509212328225,0.00027624020049424975,-6.895398732130204e-05
122,0.0006100000000000001,0.00027957060439900234,0.0002475824674327101,-8.65153747609947e-05
123,0.0006150000000000001,0.0002896018804128044,0.00020472220874237577,-9.540806900524667e-05
124,0.00062,0.00027350937514709797,0.00016780152957880483,-8.539462832030619e-05
125,0.000625,0.00023724820799999984,0.00015268073399999992,-5.4748777999999736e-05
126,0.00063,0.000195424986558347,0.00016362826264722724,-1.1385543654610303e-05
127,0.000635,0.00016519716650113792,0.00019181065184198164,3.070669224657259e-05
128,0.00064,0.0001589661533681104,0.00022005727402698026,5.770392988881356e-05
129,0.0006450000000000001,0.00017902837639196005,0.0002313561176653184,6.166191612103604e-05
130,0.0006500000000000001,0.0002165084579735563,0.00021691312646737024,4.309070623189574e-05
131,0.0006550000000000001,0.0002550319189286279,0.000180080311148832,9.625026166238965e-06
132,0.0006600000000000001,0.0002775418905978789,0.00013464185597926223,-2.7953577104866765e-05
133,0.000665,0.00027333829212834314,9.864729979315264e-05,-6.0007656308553236e-05
